,type,heuristic,runtime,number of splits,number of backtracks,number of simplifications,solution
143,4x4,mom,0.00900411605834961,0,0,1,"[134, 143, 411, 424, 433, 313, 442, 322, 331, 214, 344, 223, 232, 112, 241, 121]"
144,4x4,mom,0.00937199592590332,0,0,1,"[133, 144, 412, 423, 434, 314, 441, 321, 332, 213, 343, 224, 231, 111, 242, 122]"
145,4x4,mom,0.00851750373840332,0,0,1,"[133, 141, 414, 422, 431, 311, 443, 323, 332, 213, 344, 221, 234, 112, 242, 124]"
146,4x4,mom,0.00951528549194336,0,0,1,"[133, 144, 414, 422, 431, 311, 443, 323, 334, 213, 342, 224, 232, 112, 241, 121]"
147,4x4,mom,0.010510921478271484,2,0,5,"[131, 144, 411, 424, 432, 313, 443, 322, 334, 214, 341, 221, 233, 112, 242, 123]"
148,4x4,mom,0.008511543273925781,0,0,1,"[131, 142, 413, 424, 432, 312, 441, 321, 334, 211, 343, 222, 233, 114, 244, 123]"
149,4x4,mom,0.009509563446044922,1,0,3,"[131, 143, 412, 424, 433, 311, 441, 323, 332, 213, 344, 221, 234, 114, 242, 122]"
150,4x4,mom,0.009282350540161133,0,0,1,"[131, 143, 412, 424, 433, 313, 441, 321, 334, 211, 342, 223, 232, 114, 244, 122]"
151,4x4,mom,0.009681940078735352,0,0,1,"[131, 144, 414, 421, 433, 313, 442, 322, 334, 211, 341, 224, 232, 112, 243, 123]"
152,4x4,mom,0.009509086608886719,0,0,1,"[133, 142, 413, 422, 431, 311, 444, 324, 332, 212, 343, 223, 234, 241, 114, 121]"
153,4x4,mom,0.00951075553894043,0,0,1,"[133, 144, 412, 423, 434, 314, 441, 321, 332, 213, 343, 224, 231, 111, 242, 122]"
154,4x4,mom,0.008301734924316406,0,0,1,"[132, 143, 411, 424, 433, 312, 442, 323, 331, 213, 344, 222, 234, 114, 241, 121]"
155,4x4,mom,0.010160446166992188,1,0,3,"[131, 143, 412, 424, 433, 313, 441, 321, 334, 211, 342, 223, 232, 114, 244, 122]"
156,4x4,mom,0.009506464004516602,0,0,1,"[132, 144, 414, 422, 433, 313, 441, 321, 334, 212, 342, 224, 231, 111, 243, 123]"
157,4x4,mom,0.008004426956176758,0,0,1,"[133, 144, 414, 421, 432, 312, 443, 323, 334, 341, 213, 224, 231, 111, 242, 122]"
158,4x4,mom,0.010514974594116211,2,0,5,"[131, 143, 411, 423, 432, 314, 444, 322, 333, 213, 341, 221, 234, 112, 242, 124]"
159,4x4,mom,0.009019613265991211,0,0,1,"[134, 142, 413, 421, 432, 312, 444, 324, 333, 341, 214, 222, 231, 111, 243, 123]"
160,4x4,mom,0.009514570236206055,0,0,1,"[133, 144, 414, 423, 431, 311, 442, 322, 334, 213, 343, 224, 232, 112, 241, 121]"
161,4x4,mom,0.009508371353149414,0,0,1,"[134, 141, 414, 423, 431, 312, 442, 321, 333, 211, 344, 224, 232, 113, 243, 122]"
162,4x4,mom,0.009513616561889648,0,0,1,"[134, 143, 412, 421, 433, 314, 444, 323, 332, 213, 341, 224, 231, 111, 242, 122]"
163,4x4,mom,0.008264780044555664,0,0,1,"[133, 142, 412, 423, 431, 311, 444, 324, 332, 213, 343, 222, 234, 241, 114, 121]"
164,4x4,mom,0.00867152214050293,0,0,1,"[134, 143, 412, 424, 433, 313, 441, 321, 332, 214, 344, 223, 231, 111, 242, 122]"
165,4x4,mom,0.01002192497253418,0,0,1,"[132, 144, 412, 424, 433, 311, 441, 323, 334, 342, 214, 222, 231, 113, 243, 121]"
166,4x4,mom,0.009509801864624023,0,0,1,"[131, 143, 414, 422, 433, 313, 441, 321, 334, 211, 342, 223, 232, 112, 244, 124]"
167,4x4,mom,0.009001493453979492,0,0,1,"[132, 144, 414, 422, 433, 313, 441, 321, 334, 212, 342, 224, 231, 111, 243, 123]"
168,4x4,mom,0.009466886520385742,0,0,1,"[134, 143, 413, 424, 431, 311, 442, 322, 333, 214, 344, 223, 232, 112, 241, 121]"
169,4x4,mom,0.00849461555480957,0,0,1,"[134, 141, 412, 423, 431, 311, 444, 324, 333, 342, 214, 221, 232, 113, 243, 122]"
170,4x4,mom,0.010594367980957031,1,0,3,"[133, 144, 414, 421, 432, 312, 443, 323, 334, 213, 341, 224, 231, 111, 242, 122]"
171,4x4,mom,0.009425640106201172,0,0,1,"[131, 144, 412, 424, 433, 311, 441, 323, 334, 214, 342, 221, 232, 113, 243, 122]"
172,4x4,mom,0.008022546768188477,0,0,1,"[132, 141, 414, 423, 431, 311, 442, 322, 334, 212, 343, 221, 233, 113, 244, 124]"
173,4x4,mom,0.010005474090576172,2,0,5,"[131, 142, 413, 421, 432, 312, 444, 324, 333, 211, 341, 222, 234, 114, 243, 123]"
174,4x4,mom,0.00916600227355957,0,0,1,"[131, 144, 414, 421, 432, 312, 443, 323, 334, 211, 341, 224, 233, 113, 242, 122]"
175,4x4,mom,0.013253450393676758,4,0,9,"[134, 142, 411, 423, 432, 312, 444, 324, 331, 214, 343, 222, 233, 113, 241, 121]"
176,4x4,mom,0.009439706802368164,0,0,1,"[133, 144, 414, 423, 432, 312, 441, 321, 334, 213, 343, 224, 231, 111, 242, 122]"
177,4x4,mom,0.010514020919799805,1,0,3,"[131, 143, 411, 423, 432, 314, 444, 322, 333, 213, 341, 221, 234, 112, 242, 124]"
178,4x4,mom,0.00916290283203125,0,0,1,"[133, 144, 412, 421, 434, 314, 443, 323, 331, 213, 342, 224, 232, 111, 241, 122]"
179,4x4,mom,0.010425567626953125,1,0,3,"[131, 144, 413, 422, 434, 314, 441, 321, 333, 211, 342, 224, 232, 112, 243, 123]"
180,4x4,mom,0.008508682250976562,0,0,1,"[131, 143, 413, 421, 432, 312, 444, 324, 333, 211, 341, 223, 234, 114, 242, 122]"
